trial,success,reaction_time,target_p,total_p,target_radius,id,w,d,skipped,inaccurate,gen
858,1,1752.1000000238419,0,41850,5,6.448,0.05,8.632,0,0,1
859,1,1566,50,41900,15,4.687,0.15,7.428,0,0,1
860,1,1312.7999999523163,100,42000,15,4.761,0.15,7.835,0,0,1
861,1,968.8000000715256,50,42050,25,2.521,0.25,2.37,0,0,1
862,1,1029.2999999523163,100,42150,25,3.152,0.25,3.945,0,0,1
863,1,1167.6000000238419,0,42150,25,2.327,0.25,2.009,0,0,1
864,1,1492.6999999284744,50,42200,15,4.182,0.15,5.146,0,0,1
865,1,889.5,100,42300,25,2.413,0.25,2.164,0,0,1
866,1,1026.6000000238419,0,42300,25,2.309,0.25,1.978,0,0,1
867,1,1199.7999999523163,50,42350,25,3.369,0.25,4.664,0,0,1
868,1,2066.3000000715256,0,42350,5,6.358,0.05,8.101,0,0,1
869,1,1778.3999999761581,100,42450,5,5.109,0.05,3.352,0,0,1
870,1,1384.8999999761581,100,42550,25,3.332,0.25,4.536,0,0,1
871,1,2074.600000023842,50,42600,5,5.398,0.05,4.118,0,0,1
872,1,2168,0,42600,5,5.818,0.05,5.541,0,0,1
873,1,1326.5999999046326,50,42650,15,3.902,0.15,4.184,0,0,1
874,1,1393.8999999761581,50,42700,25,3.285,0.25,4.373,0,0,1
875,1,1523.7999999523163,0,42700,15,4.979,0.15,9.164,0,0,1
876,1,1496.5,100,42800,15,4.341,0.15,5.78,0,0,1
877,1,1080.5,0,42800,25,2.641,0.25,2.619,0,0,1
878,1,2110.899999976158,100,42900,5,5.812,0.05,5.519,0,0,1
879,1,2038.3000000715256,0,42900,5,6.246,0.05,7.492,0,0,1
880,1,1670.7000000476837,0,42900,5,5.269,0.05,3.756,0,0,1
881,1,2215.1999999284744,50,42950,5,5.362,0.05,4.013,0,0,1
882,1,1231.6000000238419,100,43050,25,2.768,0.25,2.906,0,0,1
883,1,1061,100,43150,25,2.208,0.25,1.809,0,0,1
884,1,1134.9000000953674,50,43200,25,2.762,0.25,2.893,0,0,1
885,1,891.2000000476837,100,43300,25,2.036,0.25,1.551,0,0,1
886,1,1246.3999999761581,100,43400,25,2.48,0.25,2.289,0,0,1
887,1,1341.5,100,43500,25,3.012,0.25,3.533,0,0,1
888,1,1161.5,0,43500,25,2.675,0.25,2.693,0,0,1
889,1,1327.6999999284744,0,43500,25,3.494,0.25,5.132,0,0,1
890,1,910.1000000238419,50,43550,25,2.439,0.25,2.21,0,0,1
891,1,1448.8999999761581,0,43550,25,2.51,0.25,2.349,0,0,1
892,1,1312.5,50,43600,25,2.89,0.25,3.206,0,0,1
893,1,1187.2999999523163,50,43650,25,2.157,0.25,1.73,0,0,1
894,1,1080.6000000238419,50,43700,25,2.464,0.25,2.259,0,0,1
895,1,1098.7000000476837,100,43800,25,2.173,0.25,1.754,0,0,1
896,1,1091,0,43800,25,3.189,0.25,4.061,0,0,1
897,1,1539.3999999761581,100,43900,25,2.944,0.25,3.348,0,0,1
898,1,1052.3000000715256,0,43900,25,2.142,0.25,1.707,0,0,1
899,1,2200.2999999523163,100,44000,5,5.773,0.05,5.368,0,0,1
