trial,success,reaction_time,target_p,total_p,target_radius,id,w,d,skipped,inaccurate,gen
298,1,2400,50,12900,5,5.103,0.05,3.337,0,0,1
299,1,1767,100,13000,5,5.767,0.05,5.347,0,0,1
300,1,1539,100,13100,5,5.293,0.05,3.821,0,0,1
301,1,2177,0,13100,5,5.909,0.05,5.908,0,0,1
302,1,1897,100,13200,5,5.381,0.05,4.066,0,0,1
303,1,1988,50,13250,5,6.32,0.05,7.891,0,0,1
304,1,1461,0,13250,5,5.454,0.05,4.285,0,0,1
305,1,2289,100,13350,5,6.234,0.05,7.427,0,0,1
306,1,1511,100,13450,16,4.621,0.15,7.082,0,0,1
307,1,1873,50,13500,5,5.328,0.05,3.917,0,0,1
308,1,2151,100,13600,5,6.215,0.05,7.329,0,0,1
309,1,1233,0,13600,16,4.866,0.15,8.446,0,0,1
310,1,1384,100,13700,16,4.042,0.15,4.641,0,0,1
311,1,2007,0,13700,5,5.46,0.05,4.302,0,0,1
312,1,1150,100,13800,16,4.643,0.15,7.194,0,0,1
313,1,2048,0,13800,5,5.855,0.05,5.689,0,0,1
314,1,1690,100,13900,5,5.482,0.05,4.369,0,0,1
315,1,2511,50,13950,5,5.144,0.05,3.437,0,0,1
316,1,2336,0,13950,5,5.081,0.05,3.285,0,0,1
317,1,1464,50,14000,16,4.279,0.15,5.525,0,0,1
318,1,1626,100,14100,5,5.552,0.05,4.592,0,0,1
319,1,2063,0,14100,5,6.076,0.05,6.647,0,0,1
320,1,1422,100,14200,5,5.271,0.05,3.761,0,0,1
321,1,1168,50,14250,16,4.023,0.15,4.579,0,0,1
322,1,1806,50,14300,5,5.702,0.05,5.105,0,0,1
323,1,1410,100,14400,5,5.76,0.05,5.321,0,0,1
324,1,1681,100,14500,16,4.24,0.15,5.37,0,0,1
325,1,1917,0,14500,5,6.182,0.05,7.158,0,0,1
326,1,2136,100,14600,5,5.112,0.05,3.359,0,0,1
327,1,2072,100,14700,5,6.493,0.05,8.906,0,0,1
328,1,1543,50,14750,5,5.367,0.05,4.027,0,0,1
329,1,2640,50,14800,5,6.146,0.05,6.981,0,0,1
330,1,1858,0,14800,5,6.051,0.05,6.532,0,0,1
331,1,1566,50,14850,5,5.076,0.05,3.274,0,0,1
332,1,1544,100,14950,5,5.768,0.05,5.349,0,0,1
333,1,2123,0,14950,5,5.638,0.05,4.88,0,0,1
334,1,1213,0,14950,16,4.454,0.15,6.277,0,0,1
335,1,2049,100,15050,5,6.053,0.05,6.538,0,0,1
336,1,1160,100,15150,16,4.277,0.15,5.516,0,0,1
337,1,2479,0,15150,5,5.81,0.05,5.509,0,0,1
338,1,1631,50,15200,5,6.136,0.05,6.933,0,0,1
339,1,1825,0,15200,5,5.465,0.05,4.317,0,0,1
340,0,1885,0,15200,5,5.645,0.05,4.904,0,0,1
341,1,1524,50,15250,5,5.576,0.05,4.67,0,0,1
342,1,1751,100,15350,5,5.084,0.05,3.291,0,0,1
343,1,1407,0,15350,5,5.05,0.05,3.213,0,0,1
344,1,1875,100,15450,5,5.972,0.05,6.178,0,0,1
345,1,2200,0,15450,5,5.076,0.05,3.272,0,0,1
346,1,1669,0,15450,5,5.127,0.05,3.394,0,0,1
347,1,1624,50,15500,5,5.464,0.05,4.315,0,0,1
348,1,1609,50,15550,16,4.332,0.15,5.743,0,0,1
349,1,1791,50,15600,5,5.898,0.05,5.864,0,0,1
350,1,1695,50,15650,5,5.496,0.05,4.413,0,0,1
351,1,1145,100,15750,16,4.196,0.15,5.197,0,0,1
352,1,1527,0,15750,5,6.486,0.05,8.865,0,0,1
353,1,1408,100,15850,16,4.062,0.15,4.71,0,0,1
354,1,1544,0,15850,5,6.328,0.05,7.935,0,0,1
355,1,1231,0,15850,16,4.508,0.15,6.528,0,0,1
356,1,1768,100,15950,5,6.278,0.05,7.659,0,0,1
357,1,1256,100,16050,16,4.02,0.15,4.568,0,0,1
358,1,1783,100,16150,5,5.811,0.05,5.515,0,0,1
359,1,1584,50,16200,5,5.029,0.05,3.165,0,0,1
360,1,1904,100,16300,5,6.364,0.05,8.137,0,0,1
361,1,1680,50,16350,5,6.409,0.05,8.396,0,0,1
362,1,1904,0,16350,5,6.092,0.05,6.722,0,0,1
363,1,1880,100,16450,5,5.487,0.05,4.386,0,0,1
364,1,1800,100,16550,5,5.654,0.05,4.935,0,0,1
365,1,1831,50,16600,5,5.138,0.05,3.421,0,0,1
366,1,1667,0,16600,5,5.955,0.05,6.105,0,0,1
367,1,1415,50,16650,16,4.852,0.15,8.362,0,0,1
368,1,1702,50,16700,5,5.927,0.05,5.986,0,0,1
369,1,1233,100,16800,16,4.148,0.15,5.019,0,0,1
370,0,1734,0,16800,5,5.257,0.05,3.723,0,0,1
371,1,1671,100,16900,5,6.068,0.05,6.61,0,0,1
372,1,1873,100,17000,5,5.746,0.05,5.266,0,0,1
373,1,1596,50,17050,5,5.619,0.05,4.814,0,0,1
374,1,1962,100,17150,5,6.209,0.05,7.296,0,0,1
375,1,2152,100,17250,5,6.281,0.05,7.676,0,0,1
376,1,1351,100,17350,16,4.629,0.15,7.122,0,0,1
377,1,2194,0,17350,5,5.666,0.05,4.978,0,0,1
378,0,1448,0,17350,5,6.123,0.05,6.871,0,0,1
379,1,1688,100,17450,16,4.495,0.15,6.465,0,0,1
380,0,1839,50,17450,5,5.437,0.05,4.233,0,0,1
381,1,1975,100,17550,5,5.388,0.05,4.086,0,0,1
382,1,1376,100,17650,5,5.383,0.05,4.074,0,0,1
383,1,1327,100,17750,16,3.932,0.15,4.278,0,0,1
384,1,2042,50,17800,5,5.787,0.05,5.422,0,0,1
385,0,3015,100,17800,5,5.41,0.05,4.152,1,0,1
385,1,2062,100,17900,5,5.41,0.05,4.152,0,0,1
386,1,1991,100,18000,5,5.222,0.05,3.631,0,0,1
387,1,2432,100,18100,5,6.387,0.05,8.268,0,0,1
388,1,1369,100,18200,16,4.698,0.15,7.487,0,0,1
389,1,1553,100,18300,16,4.699,0.15,7.491,0,0,1
390,1,1109,100,18400,16,4.039,0.15,4.631,0,0,1
391,1,1371,50,18450,16,3.701,0.15,3.6,0,0,1
392,1,1311,0,18450,16,4.124,0.15,4.931,0,0,1
393,1,1481,50,18500,16,4.082,0.15,4.78,0,0,1
394,1,1583,50,18550,16,4.133,0.15,4.962,0,0,1
395,1,1658,0,18550,16,4.553,0.15,6.742,0,0,1
396,1,1448,50,18600,16,3.502,0.15,3.099,0,0,1
397,1,1369,50,18650,16,3.707,0.15,3.618,0,0,1
398,1,1350,50,18700,16,3.888,0.15,4.14,0,0,1
399,1,1077,50,18750,16,3.876,0.15,4.103,0,0,1
400,1,1360,100,18850,16,4.823,0.15,8.19,0,0,1
401,1,965,100,18950,16,4.046,0.15,4.655,0,0,1
402,1,1188,0,18950,16,4.94,0.15,8.907,0,0,1
403,1,1195,100,19050,16,3.997,0.15,4.488,0,0,1
404,1,1183,0,19050,16,4.562,0.15,6.786,0,0,1
405,1,1262,100,19150,16,4.72,0.15,7.604,0,0,1
406,1,1407,50,19200,16,4.809,0.15,8.11,0,0,1
407,1,1209,100,19300,16,4.176,0.15,5.123,0,0,1
408,1,1137,50,19350,16,3.813,0.15,3.916,0,0,1
409,1,1205,0,19350,16,3.907,0.15,4.2,0,0,1
410,0,1169,100,19350,16,3.774,0.15,3.804,0,0,1
411,1,1346,0,19350,16,4.384,0.15,5.963,0,0,1
412,1,1478,100,19450,16,4.305,0.15,5.632,0,0,1
