trial,success,reaction_time,target_p,total_p,target_radius,id,w,d,skipped,inaccurate,gen
728,1,1919.7999999523163,100,36300,5,5.479,0.05,4.36,0,0,1
729,1,1444.9000000953674,100,36400,5,5.056,0.05,3.226,0,0,1
730,1,824.5,0,36400,27,2.359,0.25,2.066,0,0,1
731,1,1010.9000000953674,0,36400,16,4.056,0.15,4.691,0,0,1
732,1,949,100,36500,27,2.519,0.25,2.365,0,0,1
733,1,1514.2000000476837,100,36600,5,5.917,0.05,5.943,0,0,1
734,1,1480.1000001430511,0,36600,5,5.926,0.05,5.98,0,0,1
735,1,1490.5999999046326,0,36600,5,5.337,0.05,3.942,0,0,1
736,1,836.2999999523163,50,36650,27,2.773,0.25,2.917,0,0,1
737,1,1536.0999999046326,100,36750,5,6.379,0.05,8.221,0,0,1
738,1,807.3000001907349,100,36850,27,2.313,0.25,1.985,0,0,1
739,1,1041.9000000953674,50,36900,16,3.565,0.15,3.252,0,0,1
740,1,854,0,36900,27,2.442,0.25,2.216,0,0,1
741,1,1184.2999999523163,50,36950,16,4.978,0.15,9.153,0,0,1
742,1,1242.5,0,36950,5,5.245,0.05,3.693,0,0,1
743,1,1604.2000000476837,0,36950,5,5.023,0.05,3.151,0,0,1
744,1,781.5,100,37050,27,2.237,0.25,1.857,0,0,1
745,1,1146.7000000476837,50,37100,16,4.228,0.15,5.32,0,0,1
746,1,1210.3000001907349,50,37150,16,4.495,0.15,6.465,0,0,1
747,1,1246.4000000953674,0,37150,5,5.561,0.05,4.621,0,0,1
748,1,1657.9000000953674,100,37250,16,4.961,0.15,9.042,0,0,1
749,1,1648.6999998092651,100,37350,5,5.365,0.05,4.02,0,0,1
750,1,950.7000000476837,100,37450,16,4.164,0.15,5.077,0,0,1
751,1,943.5999999046326,100,37550,16,4.799,0.15,8.054,0,0,1
752,1,1097.2000000476837,0,37550,16,4.604,0.15,6.994,0,0,1
753,1,1039.7000000476837,50,37600,16,4.526,0.15,6.613,0,0,1
754,1,888.9000000953674,50,37650,27,3,0.25,3.499,0,0,1
755,1,1698.4000000953674,50,37700,5,6.497,0.05,8.935,0,0,1
756,1,1017.1000001430511,100,37800,16,3.645,0.15,3.452,0,0,1
757,1,1754.1000001430511,100,37900,5,6.343,0.05,8.016,0,0,1
758,1,769.7000000476837,50,37950,27,3.275,0.25,4.34,0,0,1
759,1,689.5,0,37950,27,2.436,0.25,2.206,0,0,1
760,1,813,50,38000,16,3.829,0.15,3.962,0,0,1
761,1,1008.4000000953674,0,38000,16,4.752,0.15,7.781,0,0,1
762,1,953,0,38000,27,3.358,0.25,4.625,0,0,1
763,1,1287.4000000953674,100,38100,16,3.661,0.15,3.495,0,0,1
764,1,858.6000001430511,100,38200,27,3.477,0.25,5.068,0,0,1
765,1,1337.0999999046326,0,38200,5,5.066,0.05,3.25,0,0,1
766,1,1427.5999999046326,100,38300,5,5.241,0.05,3.681,0,0,1
767,1,974.4000000953674,0,38300,16,4.422,0.15,6.132,0,0,1
768,1,1228.7000000476837,100,38400,16,4.66,0.15,7.282,0,0,1
769,1,1043.6000001430511,0,38400,16,4.612,0.15,7.034,0,0,1
770,1,847.7000000476837,0,38400,27,3.273,0.25,4.333,0,0,1
771,1,1652.9000000953674,100,38500,5,6.285,0.05,7.698,0,0,1
772,1,881.0999999046326,100,38600,27,2.537,0.25,2.402,0,0,1
773,1,939.5,50,38650,27,3.234,0.25,4.204,0,0,1
774,1,733.5,0,38650,27,2.315,0.25,1.987,0,0,1
775,1,965.5,0,38650,27,3.252,0.25,4.264,0,0,1
776,1,823.8000001907349,0,38650,27,2.717,0.25,2.787,0,0,1
777,1,1845.7000000476837,0,38650,5,6.146,0.05,6.982,0,0,1
778,1,1265.5,50,38700,5,5.003,0.05,3.106,0,0,1
779,1,996.7000000476837,0,38700,16,4.279,0.15,5.523,0,0,1
780,1,1040,50,38750,16,4.683,0.15,7.405,0,0,1
781,1,712.2999999523163,100,38850,27,2.471,0.25,2.272,0,0,1
782,1,961.1000001430511,0,38850,27,2.843,0.25,3.088,0,0,1
783,1,1460.7000000476837,0,38850,16,3.536,0.15,3.18,0,0,1
784,1,1203.6000001430511,50,38900,16,4.825,0.15,8.202,0,0,1
785,1,1359.2999999523163,0,38900,16,4.204,0.15,5.228,0,0,1
786,1,1217.2000000476837,0,38900,16,4.946,0.15,8.947,0,0,1
787,1,1204.3000001907349,0,38900,16,3.668,0.15,3.513,0,0,1
788,1,1710.7000000476837,100,39000,5,5.798,0.05,5.464,0,0,1
789,1,814.1000001430511,100,39100,27,2.687,0.25,2.719,0,0,1
790,1,1057,0,39100,16,4.052,0.15,4.678,0,0,1
791,0,1558.5,0,39100,5,6.464,0.05,8.725,0,0,1
792,1,1050.2999999523163,0,39100,16,4.131,0.15,4.957,0,0,1
