trial,success,reaction_time,target_p,total_p,target_radius,id,w,d,skipped,inaccurate,gen
221,0,2367,0,10000,6,5.257,0.05,3.724,0,0,1
222,1,2381.2999999821186,0,10000,6,5.686,0.05,5.049,0,0,1
223,1,1286.5,0,10000,28,3.019,0.25,3.553,0,0,1
224,1,1599.800000011921,50,10050,28,3.103,0.25,3.795,0,0,1
225,1,1292.5999999940395,100,10150,28,2.036,0.25,1.55,0,0,1
226,1,1885.7999999821186,0,10150,6,6.086,0.05,6.695,0,0,1
227,1,1665.1000000238419,0,10150,17,4.725,0.15,7.633,0,0,1
228,1,1661.300000011921,100,10250,17,3.521,0.15,3.144,0,0,1
229,1,1639.5,0,10250,17,4.585,0.15,6.899,0,0,1
230,1,1605.9000000059605,0,10250,17,3.687,0.15,3.563,0,0,1
231,1,2230.9000000059605,100,10350,6,6.203,0.05,7.269,0,0,1
232,1,2055.7999999821186,100,10450,17,3.595,0.15,3.325,0,0,1
233,1,2430.2999999821186,0,10450,6,6.496,0.05,8.923,0,0,0
234,1,1414.6000000238419,0,10450,28,3.217,0.25,4.15,0,0,1
235,1,2267,100,10550,6,6.307,0.05,7.818,0,0,1
236,1,2059.199999988079,50,10600,17,3.625,0.15,3.402,0,0,1
237,1,1566.0999999940395,100,10700,17,3.81,0.15,3.907,0,0,1
238,1,1911.2999999821186,0,10700,17,3.588,0.15,3.307,0,0,1
239,0,3009.7000000178814,50,10700,6,5.439,0.05,4.237,1,0,1
239,1,2067.800000011921,50,10750,6,5.439,0.05,4.237,0,0,1
240,1,1470.7000000178814,100,10850,28,2.559,0.25,2.447,0,0,1
241,1,1719.5,100,10950,28,2.302,0.25,1.966,0,0,1
242,1,1670.5,50,11000,6,5.298,0.05,3.834,0,0,1
243,1,2143.7999999821186,50,11050,6,6.128,0.05,6.892,0,0,1
244,1,1350.800000011921,50,11100,28,3.267,0.25,4.312,0,0,1
245,1,1231,0,11100,17,3.875,0.15,4.102,0,0,1
246,1,2349.9000000059605,0,11100,6,5.272,0.05,3.764,0,0,1
247,1,1295.4000000059605,0,11100,28,3.146,0.25,3.925,0,0,1
248,1,1862.300000011921,0,11100,17,4.746,0.15,7.75,0,0,1
249,1,1719.8999999761581,100,11200,17,4.853,0.15,8.372,0,0,1
250,1,1222.199999988079,0,11200,28,2.136,0.25,1.698,0,0,1
251,1,1151,50,11250,28,2.076,0.25,1.608,0,0,1
252,1,1727.4000000059605,100,11350,17,3.997,0.15,4.491,0,0,1
253,1,1262.699999988079,100,11450,28,2.168,0.25,1.748,0,0,1
254,1,1949.4000000059605,100,11550,6,5.26,0.05,3.733,0,0,1
255,1,1343.199999988079,100,11650,28,3.428,0.25,4.883,0,0,1
256,1,2208,100,11750,17,4.842,0.15,8.307,0,0,1
257,1,1885.300000011921,0,11750,6,5.439,0.05,4.237,0,0,1
